name,label,structure_path
benign_O43822,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/8axr.pdb
benign_Q9H063,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3nr5.pdb
benign_O60479,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4xrs.pdb
hazard_Q9IAM1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1iod.pdb
hazard_P81398,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1sb2.pdb
benign_Q9BUF7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5i7z.pdb
hazard_P84776,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2ph4.pdb
hazard_Q6QT01,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5y2h.pdb
benign_Q9BSB4,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4wzg.pdb
hazard_P81458,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1vip.pdb
benign_P14207,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4kmy.pdb
hazard_D0VWY1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2q8w.pdb
benign_P0DP25,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5coc.pdb
hazard_A0A0A1E3R5,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7ype.pdb
hazard_Q65163,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3gwl.pdb
hazard_P08943,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2v9b.pdb
benign_Q8WU39,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7aah.pdb
benign_Q96BR5,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7mqz.pdb
hazard_Q5WPZ4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5kx4.pdb
hazard_Q9IAT9,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1pa0.pdb
hazard_P61898,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4ec7.pdb
hazard_A0S864,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2h7z.pdb
benign_Q86UU9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2moc.pdb
benign_Q9Y4P9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2ee7.pdb
hazard_Q8W4U4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3ctk.pdb
benign_Q92564,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5v89.pdb
hazard_A4FS04,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2osh.pdb
benign_Q96AZ1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4qpn.pdb
hazard_Q01747,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1i8n.pdb
hazard_P9WJ63,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5ks2.pdb
benign_P01704,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5c2b.pdb
benign_P0DML2,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1z7c.pdb
benign_Q9BSB4,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4wzg.pdb
hazard_P19250,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3a57.pdb
benign_Q9NYP9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7sfy.pdb
benign_O95971,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6ng3.pdb
benign_Q8TD06,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3ph9.pdb
benign_O43759,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/8a6m.pdb
hazard_Q46669,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2f1n.pdb
benign_Q8N9A8,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/8ujl.pdb
benign_Q6ZRY4,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2m9k.pdb
hazard_Q8AXY1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1u73.pdb
hazard_Q6SLM1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1g0z.pdb
hazard_Q7T2Q1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1ukm.pdb
hazard_Q90249,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2h8i.pdb
hazard_A0A2X0SE53,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6ky8.pdb
benign_O94811,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/9j4d.pdb
benign_O14931,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3noi.pdb
benign_Q96LC9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7cnu.pdb
hazard_P58464,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1gmz.pdb
hazard_P14420,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1aok.pdb
benign_D3W0D1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4iop.pdb
benign_O60479,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4xrs.pdb
benign_Q9BVM4,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3jub.pdb
benign_Q8IVP5,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2n9x.pdb
benign_Q99417,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2yy0.pdb
benign_Q969T7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7zee.pdb
benign_Q9BRJ7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3kvh.pdb
hazard_P09989,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1gis.pdb
benign_P0DMM9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1cjm.pdb
benign_P0C7P0,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6avj.pdb
benign_Q01524,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1zmq.pdb
hazard_A0A7H0DND8,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/8jc6.pdb
benign_P0DPD7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2pxx.pdb
hazard_Q7T247,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1oz7.pdb
benign_Q16663,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2hcc.pdb
hazard_P00598,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1poa.pdb
benign_Q6P1N9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2xio.pdb
hazard_Q8JI39,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1wvr.pdb
hazard_P68742,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6lmh.pdb
benign_Q9Y365,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6ser.pdb
hazard_P84854,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2qes.pdb
hazard_Q2PQJ3,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4gso.pdb
benign_Q6ZRY4,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2m9k.pdb
benign_Q12918,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5mgr.pdb
hazard_Q2PHL4,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3le0.pdb
benign_Q9NV23,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4xjv.pdb
benign_O43759,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/8a6m.pdb
benign_P06312,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1eeq.pdb
benign_P01619,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4lrn.pdb
benign_Q92564,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5v89.pdb
benign_P0DPD7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2pxx.pdb
hazard_F8R290,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7ui2.pdb
benign_Q5VVY1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5ubb.pdb
benign_O95257,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2wal.pdb
hazard_P30403,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3uci.pdb
benign_Q96BR5,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7mqz.pdb
hazard_Q06ZW0,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2h5f.pdb
benign_P41271,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4x1j.pdb
hazard_P67861,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1wq9.pdb
hazard_Q6T179,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1yxh.pdb
hazard_Q939T0,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4jox.pdb
hazard_P00608,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1ae7.pdb
hazard_P16094,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1aha.pdb
hazard_Q8V4T7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4qwo.pdb
hazard_P00617,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1bun.pdb
benign_P01597,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1f6l.pdb
hazard_Q7SID6,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1ijl.pdb
benign_Q5SRE7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2opw.pdb
benign_Q8NHS0,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2dmx.pdb
benign_Q9BWK5,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6tyu.pdb
benign_D3W0D1,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4iop.pdb
benign_P01593,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1ar2.pdb
benign_Q6UXN8,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3vpp.pdb
benign_O15467,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5ltl.pdb
hazard_A0A6G7S6L7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/8r6e.pdb
benign_Q9NWS0,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4psf.pdb
benign_Q3KRA9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7vjs.pdb
benign_O94811,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/9j4d.pdb
hazard_Q95NY5,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3ngv.pdb
hazard_Q6SLM2,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1tc8.pdb
benign_P23435,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5kc5.pdb
benign_Q9GZN7,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5xqh.pdb
hazard_J7LCB0,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/5xrf.pdb
hazard_P21454,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2gwl.pdb
benign_P0DMM9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1cjm.pdb
hazard_Q4MV79,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4fk7.pdb
hazard_P00626,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3g8g.pdb
hazard_P24476,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1lp8.pdb
hazard_A0A2X0TKQ7,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/7wlh.pdb
hazard_Q7N439,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3gqj.pdb
hazard_P35259,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/4gh9.pdb
benign_Q8IYS5,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/5cj8.pdb
benign_O43745,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2bec.pdb
benign_P13349,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7z5i.pdb
hazard_Q04470,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1cby.pdb
benign_P47224,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1fwq.pdb
hazard_Q2FXB1,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6u2s.pdb
benign_Q6UVW9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/4iop.pdb
hazard_Q1CQP3,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2ici.pdb
hazard_Q9I834,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1xxs.pdb
hazard_P23339,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1gik.pdb
benign_P28325,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/1rn7.pdb
hazard_P0CG56,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/3r0l.pdb
benign_Q3KP22,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/6gnx.pdb
benign_P57052,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2ywk.pdb
benign_P51460,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/2h8b.pdb
benign_Q96LC9,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/7cnu.pdb
hazard_P60623,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1rc9.pdb
hazard_Q5YD59,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/2cm4.pdb
hazard_Q90121,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1kpt.pdb
hazard_P82287,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1qll.pdb
hazard_P0A0L2,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/1dyq.pdb
hazard_Q6YCN3,1,/mnt/nw/home/m.yu/repos/foundry/tutorials/sae_data_rfd3_partial/pdbs/6kry.pdb
benign_O60844,0,/mnt/nw/home/m.yu/repos/foundry/detectors/datasets/uniprot_pdb_benigns/pdbs/3apa.pdb
